CreatedDate,CreatedTime,Symbol,Type,Volume,Price,Side,CallPut,Strike,Spot,Premium,ExpirationDate,Color,ImpliedVolatility,Dte,ER,StockEtf,Sector,Uoa,Weekly,MktCap,OI
6/22/2021,10:00:40,MESO,SWEEP,199,0.9,A,PUT,7.5,8.589,17910,8/20/2021,YELLOW,1.1,59,F,STOCK,Health Care,F,F,0,165
6/22/2021,10:00:40,BABA,SWEEP,698,9,A,PUT,210,210.19,628200,8/20/2021,WHITE,0.29,59,F,STOCK,Information Technology,F,F,5.20E+11,14500
6/22/2021,10:00:41,TME,SWEEP,247,1.48,A,PUT,14,14.95,36556,1/21/2022,WHITE,0.47,213,F,STOCK,Information Technology,F,F,534000000,2099
6/22/2021,10:00:42,PSTH,SWEEP,153,2.7,A,PUT,22.5,23.02,41310,1/21/2022,WHITE,0.47,213,F,STOCK,None,F,F,4540000000,5997
6/22/2021,10:00:42,NIO,BLOCK,196,5.1,A,PUT,46,45.065,99960,8/20/2021,WHITE,0.66,59,F,STOCK,Consumer Discretionary,F,F,51740000000,8807
6/22/2021,10:00:44,PLTR,BLOCK,239,1.05,A,CALL,28,24.98,25095,8/20/2021,WHITE,0.52,59,F,STOCK,Information Technology,F,F,47681000000,8470
6/22/2021,10:00:46,MOMO,SWEEP,153,0.93,A,CALL,15,14.53,14229,8/20/2021,YELLOW,0.47,59,F,STOCK,Information Technology,T,F,0,86
6/22/2021,10:00:46,BX,BLOCK,253,0.45,A,CALL,100,98.75,11385,6/25/2021,WHITE,0.26,3,F,STOCK,Financials,F,T,67266000000,3615
6/22/2021,10:00:47,MOMO,SWEEP,411,0.947,AA,CALL,15,14.53,38908,8/20/2021,YELLOW,0.48,59,F,STOCK,Information Technology,T,F,0,86
6/22/2021,10:00:49,PSTH,SWEEP,208,2.7,A,PUT,22.5,22.97,56160,1/21/2022,WHITE,0.47,213,F,STOCK,None,F,F,4540000000,5997
6/22/2021,10:00:50,MOMO,SWEEP,300,1.04,A,CALL,15,14.685,31200,8/20/2021,YELLOW,0.48,59,F,STOCK,Information Technology,T,F,0,86
6/22/2021,10:00:52,AMD,BLOCK,800,0.25,A,CALL,90,82.5882,20000,07-02-2021,WHITE,0.39,10,F,STOCK,Information Technology,F,F,1.00E+11,3147
6/22/2021,10:00:54,AMC,SWEEP,409,0.44,A,PUT,20,51.9206,17996,7/16/2021,WHITE,2.34,24,F,STOCK,Communication Services,F,F,27959000000,72140
6/22/2021,10:01:01,RIOT,SWEEP,223,0.59,A,PUT,20,28.716,13157,7/16/2021,WHITE,1.33,24,F,STOCK,None,F,F,2656000000,2881
6/22/2021,10:01:04,AMC,SWEEP,172,0.81,A,PUT,24,51.915,13932,7/16/2021,WHITE,2.24,24,F,STOCK,Communication Services,F,F,27959000000,10240
6/22/2021,10:01:05,ATOS,SWEEP,400,1.15,A,CALL,12,6.6338,46000,7/16/2021,WHITE,3.48,24,F,STOCK,Health Care,T,F,711000000,22250
6/22/2021,10:01:09,SPLK,BLOCK,179,16.1,A,CALL,140,139.07,288190,1/21/2022,WHITE,0.36,213,F,STOCK,Information Technology,F,F,20570000000,895
6/22/2021,10:01:09,AAPL,BLOCK,200,2,A,PUT,132,131.7085,40000,07-02-2021,WHITE,0.22,10,F,STOCK,Information Technology,F,F,2.21E+12,6453
6/22/2021,10:01:11,FUBO,SWEEP,206,0.84,A,CALL,34,32.181,17299,6/25/2021,MAGENTA,1.32,3,F,STOCK,Information Technology,F,T,4441000000,1946
6/22/2021,10:01:12,WISH,BLOCK,284,1.1,A,CALL,13.5,13.455,31240,6/25/2021,WHITE,2.3,3,F,STOCK,Consumer Discretionary,F,T,7916000000,11999
6/22/2021,10:01:15,VRTX,SWEEP,169,0.85,A,CALL,200,185.864,14365,7/16/2021,WHITE,0.25,24,F,STOCK,Health Care,F,F,48589000000,2312
6/22/2021,10:01:15,AMC,SWEEP,258,0.44,A,PUT,20,51.89,11352,7/16/2021,WHITE,2.34,24,F,STOCK,Communication Services,F,F,27959000000,72140
6/22/2021,10:01:19,CLOV,SWEEP,200,0.748,A,CALL,19,12.96,14967,07-02-2021,MAGENTA,2.69,10,F,STOCK,Health Care,F,F,4587000000,225
6/22/2021,10:01:27,ROKU,BLOCK,100,11.35,A,CALL,390,392.895,113496,6/25/2021,MAGENTA,0.69,3,F,STOCK,Communication Services,F,T,50673000000,1158
6/22/2021,10:01:29,GOLD,SWEEP,200,1.15,A,CALL,21,21.04,23000,8/20/2021,WHITE,0.32,59,F,STOCK,Materials,F,F,37603000000,1791
6/22/2021,10:01:31,GOLD,SWEEP,150,1.15,A,CALL,21,21.03,17250,8/20/2021,WHITE,0.32,59,F,STOCK,Materials,F,F,37603000000,1791
6/22/2021,10:01:32,AMC,SWEEP,324,0.44,A,PUT,20,51.92,14256,7/16/2021,WHITE,2.34,24,F,STOCK,Communication Services,F,F,27959000000,72140
6/22/2021,10:01:40,AAPL,SWEEP,523,1.33,A,CALL,133,131.875,69559,07-02-2021,WHITE,0.2,10,F,STOCK,Information Technology,F,F,2.21E+12,13332
6/22/2021,10:01:48,AMC,SWEEP,288,0.44,A,PUT,20,51.8787,12672,7/16/2021,WHITE,2.34,24,F,STOCK,Communication Services,F,F,27959000000,72140
6/22/2021,10:01:48,MGNI,SWEEP,517,0.55,A,CALL,35,29.67,28435,7/16/2021,WHITE,0.69,24,F,STOCK,Information Technology,F,F,3892000000,2514
6/22/2021,10:02:01,MOMO,SWEEP,152,1.1,A,CALL,15,14.75,16720,8/20/2021,YELLOW,0.49,59,F,STOCK,Information Technology,T,F,0,86
6/22/2021,10:02:01,AMC,SWEEP,267,0.44,A,PUT,20,51.87,11748,7/16/2021,WHITE,2.34,24,F,STOCK,Communication Services,F,F,27959000000,72140
6/22/2021,10:02:02,NFLX,BLOCK,111,1.47,A,CALL,510,496.97,16314,6/25/2021,WHITE,0.32,3,F,STOCK,Communication Services,F,T,2.20E+11,3152
6/22/2021,10:02:02,WISH,BLOCK,412,1,A,CALL,14,13.5562,41200,6/25/2021,MAGENTA,2.43,3,F,STOCK,Consumer Discretionary,F,T,7916000000,15178
6/22/2021,10:02:05,MOMO,SWEEP,248,1.11,A,CALL,15,14.7933,27528,8/20/2021,YELLOW,0.49,59,F,STOCK,Information Technology,T,F,0,86
6/22/2021,10:02:06,MGNI,SWEEP,267,0.55,A,CALL,35,29.75,14685,7/16/2021,WHITE,0.68,24,F,STOCK,Information Technology,F,F,3892000000,2514
6/22/2021,10:02:10,XOM,SWEEP,1000,4.65,A,CALL,60,62.5672,465000,9/17/2021,WHITE,0.24,87,F,STOCK,Energy,F,F,2.65E+11,6087
6/22/2021,10:02:13,CLOV,SWEEP,383,1.299,A,CALL,13,13.05,49750,6/25/2021,MAGENTA,2.71,3,F,STOCK,Health Care,F,T,4587000000,5045
6/22/2021,10:02:17,AAPL,SWEEP,308,1.36,A,CALL,133,131.975,41888,07-02-2021,WHITE,0.2,10,F,STOCK,Information Technology,F,F,2.21E+12,13332
6/22/2021,10:02:17,CRWD,SWEEP,350,16.199,A,PUT,250,253.5975,566979,8/20/2021,YELLOW,0.46,59,F,STOCK,Information Technology,F,F,53670000000,194
6/22/2021,10:02:18,RUN,BLOCK,175,1.6,A,CALL,60,50.8,28000,7/16/2021,WHITE,0.86,24,F,STOCK,Industrials,F,F,10227000000,7163
6/22/2021,10:02:19,WISH,BLOCK,217,1,A,CALL,14,13.55,21700,6/25/2021,MAGENTA,2.43,3,F,STOCK,Consumer Discretionary,F,T,7916000000,15178
6/22/2021,10:02:21,FB,BLOCK,101,2.22,A,CALL,337.5,334.8399,22422,6/25/2021,WHITE,0.27,3,F,STOCK,Communication Services,F,T,9.42E+11,4986
6/22/2021,10:02:23,AAPL,SWEEP,705,1.37,A,CALL,133,131.975,96585,07-02-2021,WHITE,0.2,10,F,STOCK,Information Technology,F,F,2.21E+12,13332
6/22/2021,10:02:23,GOLD,BLOCK,300,1.18,A,CALL,21,21.07,35400,8/20/2021,WHITE,0.32,59,F,STOCK,Materials,F,F,37603000000,1791
6/22/2021,10:02:29,RIOT,SWEEP,273,0.59,A,PUT,20,28.845,16107,7/16/2021,WHITE,1.34,24,F,STOCK,None,F,F,2656000000,2881
6/22/2021,10:02:29,CLOV,SWEEP,155,1.5,A,PUT,12,13.0624,23250,07-09-2021,WHITE,1.87,17,F,STOCK,Health Care,F,F,4587000000,3296
6/22/2021,10:02:30,AMC,SWEEP,296,0.44,A,PUT,20,52.145,13024,7/16/2021,WHITE,2.35,24,F,STOCK,Communication Services,F,F,27959000000,72140
6/22/2021,10:02:32,ABNB,BLOCK,495,0.33,A,CALL,160,149.15,16335,6/25/2021,WHITE,0.57,3,F,STOCK,Information Technology,F,T,92442000000,4077
6/22/2021,10:02:34,AAPL,SWEEP,464,1.382,AA,CALL,133,131.965,64112,07-02-2021,WHITE,0.2,10,F,STOCK,Information Technology,F,F,2.21E+12,13332
6/22/2021,10:02:38,AMD,BLOCK,200,1.2,A,PUT,83,82.98,23997,6/25/2021,WHITE,0.4,3,F,STOCK,Information Technology,F,T,1.00E+11,5032
6/22/2021,10:02:39,CLOV,SWEEP,287,1.5,A,PUT,12,13.0784,43048,07-09-2021,WHITE,1.87,17,F,STOCK,Health Care,F,F,4587000000,3296
6/22/2021,10:02:39,FB,SWEEP,199,2.3,A,CALL,337.5,334.962,45767,6/25/2021,WHITE,0.28,3,F,STOCK,Communication Services,F,T,9.42E+11,4986
6/22/2021,10:02:41,CLOV,BLOCK,397,1.6,A,CALL,13.5,13.0784,63520,07-02-2021,MAGENTA,2.06,10,F,STOCK,Health Care,F,F,4587000000,519
6/22/2021,10:02:44,PBR,SWEEP,920,0.27,A,CALL,13,11.54,24840,8/20/2021,WHITE,0.39,59,F,STOCK,Energy,F,F,50786000000,44635
6/22/2021,10:02:47,AMC,SWEEP,449,0.44,A,PUT,20,52.14,19756,7/16/2021,WHITE,2.35,24,F,STOCK,Communication Services,F,F,27959000000,72140
6/22/2021,10:02:48,AMZN,SWEEP,83,29.904,AA,CALL,3500,3489.4,248207,6/25/2021,MAGENTA,0.27,3,F,STOCK,Consumer Discretionary,F,T,1.74E+12,5846
6/22/2021,10:02:48,AMWL,BLOCK,600,0.45,A,CALL,15,13.67,27000,7/16/2021,WHITE,0.66,24,F,STOCK,Industrials,F,F,3302000000,2238
6/22/2021,10:02:49,FB,SWEEP,173,8,A,CALL,335,335.085,138400,7/16/2021,WHITE,0.22,24,F,STOCK,Communication Services,F,F,9.42E+11,6641
6/22/2021,10:02:51,NVDA,BLOCK,119,0.97,A,CALL,820,743.64,11543,6/25/2021,WHITE,0.65,3,F,STOCK,Information Technology,F,T,4.59E+11,1689
6/22/2021,10:02:53,BYND,SWEEP,230,6.993,A,PUT,150,144.6562,160832,6/25/2021,WHITE,0.71,3,F,STOCK,Consumer Staples,F,T,9288000000,749
6/22/2021,10:02:56,LVS,SWEEP,250,1.53,A,CALL,60,53.78,38250,9/17/2021,WHITE,0.34,87,F,STOCK,Communication Services,F,F,41689000000,27957
6/22/2021,10:02:58,ETSY,SWEEP,280,0.69,A,CALL,187.5,176.09,19313,6/25/2021,YELLOW,0.62,3,F,STOCK,Information Technology,F,T,21707000000,131
6/22/2021,10:02:59,AMC,SWEEP,248,0.44,A,PUT,20,52.65,10912,7/16/2021,WHITE,2.36,24,F,STOCK,Communication Services,F,F,27959000000,72140
6/22/2021,10:03:01,UAL,SWEEP,338,1.35,A,CALL,55,54.78,45630,07-02-2021,WHITE,0.39,10,F,STOCK,Industrials,F,F,18020000000,503
6/22/2021,10:03:01,UAL,SWEEP,177,0.74,A,PUT,53,54.78,13095,07-02-2021,WHITE,0.42,10,F,STOCK,Industrials,F,F,18020000000,360
6/22/2021,10:03:01,UAL,SWEEP,306,1.08,A,PUT,54,54.78,33048,07-02-2021,WHITE,0.41,10,F,STOCK,Industrials,F,F,18020000000,888
6/22/2021,10:03:01,AMC,SWEEP,216,2.9,A,CALL,60,52.6601,62640,6/25/2021,WHITE,2.88,3,F,STOCK,Communication Services,F,T,27959000000,24749
6/22/2021,10:03:01,AMC,SWEEP,517,1.54,A,CALL,110,52.6601,79618,07-02-2021,WHITE,3.23,10,F,STOCK,Communication Services,F,F,27959000000,1849
6/22/2021,10:03:02,AMC,SWEEP,245,1.54,A,CALL,110,52.6222,37730,07-02-2021,WHITE,3.24,10,F,STOCK,Communication Services,F,F,27959000000,1849
6/22/2021,10:03:04,PLTR,SWEEP,209,0.53,A,CALL,27,25.1691,11077,7/16/2021,WHITE,0.46,24,F,STOCK,Information Technology,F,F,47681000000,16683
6/22/2021,10:03:05,ASTS,SWEEP,488,0.5,AA,CALL,12.5,9.35,24390,7/16/2021,WHITE,1.45,24,F,STOCK,None,F,F,1757000000,3353
6/22/2021,10:03:05,FB,SWEEP,389,2.424,AA,CALL,337.5,335.41,94302,6/25/2021,WHITE,0.27,3,F,STOCK,Communication Services,F,T,9.42E+11,4986
6/22/2021,10:03:06,FB,SWEEP,332,1.594,AA,CALL,340,335.41,52906,6/25/2021,WHITE,0.28,3,F,STOCK,Communication Services,F,T,9.42E+11,18357
6/22/2021,10:03:07,FB,SWEEP,395,2.463,AA,CALL,337.5,335.47,97298,6/25/2021,WHITE,0.27,3,F,STOCK,Communication Services,F,T,9.42E+11,4986
6/22/2021,10:03:07,ROKU,SWEEP,252,8.998,A,CALL,400,396.865,226740,6/25/2021,MAGENTA,0.72,3,F,STOCK,Communication Services,F,T,50673000000,6532
6/22/2021,10:03:07,FB,SWEEP,208,2.496,A,CALL,337.5,335.57,51922,6/25/2021,MAGENTA,0.27,3,F,STOCK,Communication Services,F,T,9.42E+11,4986
6/22/2021,10:03:08,FB,SWEEP,274,2.542,AA,CALL,337.5,335.5314,69647,6/25/2021,MAGENTA,0.28,3,F,STOCK,Communication Services,F,T,9.42E+11,4986
6/22/2021,10:03:09,FB,SWEEP,214,2.6,AA,CALL,337.5,335.51,55637,6/25/2021,MAGENTA,0.28,3,F,STOCK,Communication Services,F,T,9.42E+11,4986
6/22/2021,10:03:10,GME,SWEEP,216,6.772,AA,CALL,250,217.51,146265,6/25/2021,WHITE,2.22,3,F,STOCK,Consumer Discretionary,F,T,14390000000,3448
6/22/2021,10:03:12,CLOV,SWEEP,500,1.365,AA,CALL,13,13.1366,68243,6/25/2021,MAGENTA,2.74,3,F,STOCK,Health Care,F,T,4587000000,5045
6/22/2021,10:03:16,NVDA,SWEEP,111,15.033,AA,CALL,740,744.125,166870,6/25/2021,MAGENTA,0.47,3,F,STOCK,Information Technology,F,T,4.59E+11,3068
6/22/2021,10:03:18,NIO,BLOCK,155,13.05,A,CALL,50,45.3599,202275,1/20/2023,WHITE,0.61,577,F,STOCK,Consumer Discretionary,F,F,51740000000,13416
6/22/2021,10:03:19,FB,SWEEP,103,2.62,A,CALL,337.5,335.56,26986,6/25/2021,MAGENTA,0.28,3,F,STOCK,Communication Services,F,T,9.42E+11,4986
6/22/2021,10:03:22,CLF,BLOCK,200,0.92,A,CALL,35,20.61,18400,10/15/2021,WHITE,0.86,115,F,STOCK,Materials,F,F,10422000000,5115
6/22/2021,10:03:25,BX,BLOCK,230,0.45,A,CALL,100,98.8186,10350,6/25/2021,WHITE,0.25,3,F,STOCK,Financials,F,T,67266000000,3615
6/22/2021,10:03:27,CVNA,SWEEP,100,42.9,A,CALL,280,308.83,429000,8/20/2021,WHITE,0.52,59,F,STOCK,Consumer Discretionary,F,F,50977000000,2822
6/22/2021,10:03:30,NVDA,BLOCK,101,10.798,A,CALL,750,744.12,109058,6/25/2021,MAGENTA,0.5,3,F,STOCK,Information Technology,F,T,4.59E+11,6503
6/22/2021,10:03:33,AMC,SWEEP,197,3,A,CALL,60,52.8572,59099,6/25/2021,WHITE,2.9,3,F,STOCK,Communication Services,F,T,27959000000,24749
6/22/2021,10:03:39,AMC,SWEEP,170,1.38,A,CALL,120,52.8118,23460,07-02-2021,WHITE,3.38,10,F,STOCK,Communication Services,F,F,27959000000,2344
6/22/2021,10:03:40,RIOT,SWEEP,200,1.556,A,CALL,29,28.93,31111,6/25/2021,MAGENTA,1.52,3,F,STOCK,None,F,T,2656000000,374
6/22/2021,10:03:41,MS,SWEEP,150,1.37,A,PUT,77.5,85.18,20550,8/20/2021,WHITE,0.33,59,F,STOCK,Financials,F,F,1.60E+11,597
6/22/2021,10:03:42,CRWD,SWEEP,477,17.25,A,PUT,250,252.2,822817,8/20/2021,YELLOW,0.48,59,F,STOCK,Information Technology,F,F,53670000000,194
6/22/2021,10:03:44,SNAP,SWEEP,151,2.06,A,PUT,64.5,63.2371,31106,6/25/2021,MAGENTA,0.58,3,F,STOCK,Information Technology,F,T,96893000000,223
6/22/2021,10:03:49,NVDA,BLOCK,99,20,A,PUT,755,743.685,198000,6/25/2021,WHITE,0.51,3,F,STOCK,Information Technology,F,T,4.59E+11,556
6/22/2021,10:03:55,CLOV,BLOCK,197,0.85,A,CALL,30,13.02,16745,8/20/2021,WHITE,1.8,59,F,STOCK,Health Care,F,F,4587000000,17572
6/22/2021,10:04:01,CAT,SWEEP,219,3.296,A,CALL,230,212.44,72180,8/20/2021,WHITE,0.26,59,F,STOCK,Industrials,F,F,1.17E+11,3498
6/22/2021,10:04:02,PSFE,SWEEP,400,0.78,A,CALL,12,11.135,31200,8/20/2021,WHITE,0.61,59,F,STOCK,Industrials,F,F,8141000000,740
6/22/2021,10:04:05,FB,SWEEP,102,2.569,A,CALL,337.5,335.2447,26200,6/25/2021,MAGENTA,0.29,3,F,STOCK,Communication Services,F,T,9.42E+11,4986
6/22/2021,10:04:07,BMY,SWEEP,1018,0.59,A,CALL,66,66.13,60062,6/25/2021,WHITE,0.21,3,F,STOCK,Health Care,F,T,1.49E+11,1382
6/22/2021,10:04:09,GOLD,SWEEP,575,0.78,A,CALL,22,21.0944,44850,8/20/2021,WHITE,0.33,59,F,STOCK,Materials,F,F,37603000000,2003
6/22/2021,10:04:12,AAPL,SWEEP,1652,1.36,A,CALL,133,131.935,224672,07-02-2021,WHITE,0.2,10,F,STOCK,Information Technology,F,F,2.21E+12,13332
6/22/2021,10:04:16,FB,SWEEP,111,2.56,A,CALL,337.5,335.3137,28416,6/25/2021,MAGENTA,0.29,3,F,STOCK,Communication Services,F,T,9.42E+11,4986
6/22/2021,10:04:18,PLUG,BLOCK,150,1.92,A,CALL,32,31.0825,28800,7/16/2021,MAGENTA,0.72,24,T,STOCK,Industrials,F,F,16964000000,206
6/22/2021,10:04:20,SENS,SWEEP,500,0.65,A,CALL,3,3.335,32500,7/16/2021,WHITE,1.43,24,F,STOCK,Health Care,F,F,1382000000,14323
6/22/2021,10:04:21,BX,SWEEP,250,0.47,A,CALL,100,98.845,11750,6/25/2021,WHITE,0.26,3,F,STOCK,Financials,F,T,67266000000,3615
6/22/2021,10:04:22,U,BLOCK,2000,1.2,A,CALL,125,110.72,240000,7/16/2021,YELLOW,0.47,24,F,STOCK,Information Technology,F,F,30146000000,1245
6/22/2021,10:04:23,U,SWEEP,969,5.5,A,CALL,120,110.72,532932,8/20/2021,WHITE,0.5,59,F,STOCK,Information Technology,F,F,30146000000,2395
6/22/2021,10:04:25,T,SWEEP,1353,0.88,A,CALL,30,28.86,119064,1/21/2022,WHITE,0.12,213,F,STOCK,Information Technology,F,F,2.07E+11,133893
6/22/2021,10:04:27,PLUG,BLOCK,224,1.14,A,CALL,31,31.15,25536,6/25/2021,MAGENTA,0.94,3,T,STOCK,Industrials,F,T,16964000000,2985
6/22/2021,10:04:32,AMD,SWEEP,150,1.149,A,PUT,83,83.079,17241,6/25/2021,WHITE,0.4,3,F,STOCK,Information Technology,F,T,1.00E+11,5032
6/22/2021,10:04:35,AMC,SWEEP,189,7.299,A,CALL,145,52.7194,137960,8/20/2021,WHITE,2.57,59,F,STOCK,Communication Services,F,F,27959000000,14128
6/22/2021,10:04:35,CVNA,BLOCK,100,42.25,A,CALL,280,308.38,422500,8/20/2021,WHITE,0.52,59,F,STOCK,Consumer Discretionary,F,F,50977000000,2822
6/22/2021,10:04:40,OTLY,SWEEP,800,0.7,A,CALL,30,25.575,55980,7/16/2021,WHITE,0.79,24,F,STOCK,Consumer Staples,F,F,0,4686
6/22/2021,10:04:40,FB,BLOCK,100,2.51,A,CALL,337.5,335.2,25100,6/25/2021,MAGENTA,0.29,3,F,STOCK,Communication Services,F,T,9.42E+11,4986
6/22/2021,10:04:42,VIAC,SWEEP,177,1.98,A,CALL,39,40.51,35046,07-02-2021,WHITE,0.39,10,F,STOCK,Communication Services,F,F,26472000000,177
6/22/2021,10:04:43,AAPL,SWEEP,539,1.38,A,CALL,133,131.935,74382,07-02-2021,WHITE,0.21,10,F,STOCK,Information Technology,F,F,2.21E+12,13332
6/22/2021,10:04:55,CLOV,BLOCK,219,1.25,A,CALL,13,12.9982,27375,6/25/2021,MAGENTA,2.66,3,F,STOCK,Health Care,F,T,4587000000,5045
6/22/2021,10:04:57,LVS,SWEEP,170,1.54,A,CALL,60,53.8,26180,9/17/2021,WHITE,0.34,87,F,STOCK,Communication Services,F,F,41689000000,27957
6/22/2021,10:05:01,XPEV,BLOCK,150,4.2,A,PUT,45,41.13,63000,6/25/2021,WHITE,1.01,3,F,STOCK,Consumer Discretionary,F,T,0,8678
6/22/2021,10:05:01,CLF,SWEEP,407,0.57,A,CALL,25,20.71,23199,7/16/2021,WHITE,0.87,24,F,STOCK,Materials,F,F,10422000000,30500
6/22/2021,10:05:02,XPEV,BLOCK,623,4.15,A,PUT,45,41.125,258545,6/25/2021,WHITE,0.96,3,F,STOCK,Consumer Discretionary,F,T,0,8678
6/22/2021,10:05:03,XPEV,BLOCK,150,4.15,A,PUT,45,41.13,62250,6/25/2021,WHITE,0.96,3,F,STOCK,Consumer Discretionary,F,T,0,8678
6/22/2021,10:05:07,XPEV,BLOCK,304,4.15,A,PUT,45,41.14,126160,6/25/2021,WHITE,0.97,3,F,STOCK,Consumer Discretionary,F,T,0,8678
6/22/2021,10:05:09,AMC,SWEEP,304,0.44,A,PUT,20,52.8889,13376,7/16/2021,WHITE,2.37,24,F,STOCK,Communication Services,F,F,27959000000,72140
6/22/2021,10:05:11,GOLD,SWEEP,1000,0.8,A,CALL,22,21.095,80000,8/20/2021,MAGENTA,0.33,59,F,STOCK,Materials,F,F,37603000000,2003
6/22/2021,10:05:24,INTC,SWEEP,1000,0.26,A,CALL,60,55.896,26000,7/16/2021,WHITE,0.25,24,F,STOCK,Information Technology,F,F,2.26E+11,41853
6/22/2021,10:05:26,SPCE,SWEEP,566,2.03,A,CALL,42,36.87,114900,7/16/2021,WHITE,1.01,24,F,STOCK,Industrials,F,F,8670000000,2293
6/22/2021,10:05:26,AAPL,SWEEP,164,0.67,A,CALL,133,131.955,10988,6/25/2021,WHITE,0.23,3,F,STOCK,Information Technology,F,T,2.21E+12,35850
6/22/2021,10:05:27,SPCE,BLOCK,206,2.04,AA,CALL,42,36.87,42023,7/16/2021,WHITE,1.01,24,F,STOCK,Industrials,F,F,8670000000,2293
6/22/2021,10:05:27,AAPL,SWEEP,336,0.68,A,CALL,133,131.958,22848,6/25/2021,WHITE,0.23,3,F,STOCK,Information Technology,F,T,2.21E+12,35850
6/22/2021,10:05:31,TSLA,SWEEP,180,13.85,A,CALL,650,621.434,249300,07-09-2021,WHITE,0.46,17,F,STOCK,Consumer Discretionary,F,F,5.98E+11,5335
6/22/2021,10:05:43,AMC,SWEEP,574,0.45,A,PUT,20,52.67,25830,7/16/2021,WHITE,2.38,24,F,STOCK,Communication Services,F,F,27959000000,72140
6/22/2021,10:05:49,ACB,BLOCK,245,0.84,A,CALL,13,8.79,20580,12/17/2021,YELLOW,0.78,178,F,STOCK,Consumer Discretionary,F,F,1775000000,63
6/22/2021,10:05:51,AMD,SWEEP,309,0.74,A,CALL,90,83.13,22866,7/16/2021,WHITE,0.33,24,F,STOCK,Information Technology,F,F,1.00E+11,36572
6/22/2021,10:05:54,SPLK,BLOCK,200,0.544,A,CALL,150,138.93,10880,6/25/2021,YELLOW,0.71,3,F,STOCK,Information Technology,F,T,20570000000,130
6/22/2021,10:05:55,AM,SWEEP,467,0.257,AA,CALL,12.5,10.07,11990,1/21/2022,WHITE,0.29,213,F,STOCK,Energy,F,F,4916000000,11829
6/22/2021,10:05:57,DISCA,SWEEP,200,0.75,A,CALL,30,29.1,15000,7/16/2021,WHITE,0.37,24,F,STOCK,Communication Services,F,F,15002000000,15857
6/22/2021,10:05:57,AAPL,BLOCK,170,1.76,A,CALL,131,132.09,29920,6/25/2021,WHITE,0.23,3,F,STOCK,Information Technology,F,T,2.21E+12,25638
6/22/2021,10:05:57,PLUG,BLOCK,200,1.13,A,CALL,32.5,31.105,22600,07-02-2021,WHITE,0.82,10,T,STOCK,Industrials,F,F,16964000000,581
6/22/2021,10:05:57,AAPL,SWEEP,252,1.438,AA,CALL,133,132.1,36244,07-02-2021,WHITE,0.2,10,F,STOCK,Information Technology,F,F,2.21E+12,13332
6/22/2021,10:05:57,AAPL,SWEEP,307,0.701,AA,CALL,133,132.1,21507,6/25/2021,WHITE,0.22,3,F,STOCK,Information Technology,F,T,2.21E+12,35850
6/22/2021,10:05:58,AAPL,SWEEP,293,1.16,A,CALL,132,132.1,33990,6/25/2021,WHITE,0.23,3,F,STOCK,Information Technology,F,T,2.21E+12,30163
6/22/2021,10:05:58,AAPL,SWEEP,530,1.85,A,CALL,134,132.1,98050,7/16/2021,WHITE,0.19,24,F,STOCK,Information Technology,F,F,2.21E+12,1588
6/22/2021,10:05:58,AAPL,BLOCK,200,1.92,A,CALL,132,132.09,38400,07-02-2021,WHITE,0.21,10,F,STOCK,Information Technology,F,F,2.21E+12,11719
6/22/2021,10:05:59,F,SWEEP,200,0.57,A,CALL,15,14.935,11400,7/16/2021,WHITE,0.38,24,F,STOCK,Consumer Discretionary,F,F,58996000000,49455
6/22/2021,10:06:01,NUE,SWEEP,200,1.85,A,PUT,90,95.59,37000,7/16/2021,WHITE,0.44,24,F,STOCK,Materials,F,F,28685000000,3095
6/22/2021,10:06:18,SPLK,SWEEP,242,0.539,A,CALL,150,139.1,13052,6/25/2021,YELLOW,0.7,3,F,STOCK,Information Technology,F,T,20570000000,130
6/22/2021,10:06:22,ABNB,SWEEP,250,0.85,A,CALL,155,148.91,21250,6/25/2021,WHITE,0.53,3,F,STOCK,Information Technology,F,T,92442000000,4780
6/22/2021,10:06:26,MOXC,BLOCK,215,3.4,A,CALL,22.5,15.65,73100,8/20/2021,WHITE,2.11,59,F,STOCK,Information Technology,F,F,329000000,1048
6/22/2021,10:06:26,TSLA,BLOCK,200,2.46,A,PUT,430,621.87,49200,07-02-2021,WHITE,1.36,10,F,STOCK,Consumer Discretionary,F,F,5.98E+11,10677
6/22/2021,10:06:28,CLOV,SWEEP,750,1.5,A,PUT,12,13.2587,112483,07-09-2021,MAGENTA,1.93,17,F,STOCK,Health Care,F,F,4587000000,3296
6/22/2021,10:06:32,TSLA,BLOCK,300,2.46,A,PUT,430,621.5899,73800,07-02-2021,WHITE,1.36,10,F,STOCK,Consumer Discretionary,F,F,5.98E+11,10677
6/22/2021,10:06:39,CLOV,SWEEP,293,1.499,A,PUT,12,13.3,43910,07-09-2021,MAGENTA,1.94,17,F,STOCK,Health Care,F,F,4587000000,3296
6/22/2021,10:06:40,NVDA,BLOCK,100,14.5,A,CALL,760,746.25,145000,07-02-2021,WHITE,0.41,10,F,STOCK,Information Technology,F,F,4.59E+11,1507
6/22/2021,10:06:42,AMD,SWEEP,172,0.74,A,CALL,90,83.12,12727,7/16/2021,WHITE,0.33,24,F,STOCK,Information Technology,F,F,1.00E+11,36572
